Word,Frequency,FrequencyperToken,FrequencyperBillion
no,1134,0.0008222277005176989,822227.7005176989
power,1134,0.0008222277005176989,822227.7005176989
possibilities,1120,0.0008120767412520484,812076.7412520484
help,1110,0.0008048260560622978,804826.0560622979
discovering,1104,0.0008004756449484477,800475.6449484477
traditional,1096,0.0007946750967966473,794675.0967966473
3,1092,0.0007917748227207471,791774.8227207471
place,1091,0.000791049754201772,791049.754201772
boasts,1074,0.0007787235893791963,778723.5893791963
wonders,1074,0.0007787235893791963,778723.5893791963
blend,1062,0.0007700227671514958,770022.7671514958
up,1059,0.0007678475615945706,767847.5615945706
recommendations,1056,0.0007656723560376456,765672.3560376456
enjoy,1048,0.0007598718078858452,759871.8078858452
locals,1047,0.0007591467393668702,759146.7393668701
support,1045,0.0007576966023289201,757696.6023289202
never,1042,0.0007555213967719949,755521.3967719949
medieval,1041,0.0007547963282530199,754796.3282530198
numerous,1039,0.0007533461912150698,753346.1912150698
posts,1032,0.0007482707115822445,748270.7115822445
friendly,1031,0.0007475456430632695,747545.6430632694
don,1029,0.0007460955060253194,746095.5060253195
when,1026,0.0007439203004683942,743920.3004683942
covered,1018,0.0007381197523165939,738119.7523165939
insights,1013,0.0007344944097217187,734494.4097217188
technology,1003,0.0007272437245319683,727243.7245319684
deals,1000,0.0007250685189750431,725068.5189750431
look,996,0.000722168244899143,722168.244899143
further,994,0.0007207181078611929,720718.1078611929
than,993,0.0007199930393422178,719993.0393422177
fellow,989,0.0007170927652663177,717092.7652663176
over,977,0.0007083919430386172,708391.9430386171
dating,973,0.000705491668962717,705491.6689627169
promote,962,0.0006975159152539915,697515.9152539915
meaningful,960,0.0006960657782160415,696065.7782160415
built,959,0.0006953407096970663,695340.7096970663
buy,954,0.0006917153671021912,691715.3671021912
need,949,0.0006880900245073159,688090.024507316
fortress,942,0.0006830145448744906,683014.5448744906
museum,940,0.0006815644078365405,681564.4078365405
informed,939,0.0006808393393175655,680839.3393175656
such,938,0.0006801142707985905,680114.2707985905
projects,923,0.0006692382430139648,669238.2430139648
simply,918,0.0006656129004190897,665612.9004190897
charm,915,0.0006634376948621645,663437.6948621644
even,915,0.0006634376948621645,663437.6948621644
breathtaking,910,0.0006598123522672893,659812.3522672893
heading,910,0.0006598123522672893,659812.3522672893
valuable,895,0.0006489363244826636,648936.3244826637
preserved,891,0.0006460360504067634,646036.0504067634
gems,890,0.0006453109818877884,645310.9818877884
while,888,0.0006438608448498383,643860.8448498383
got,881,0.000638785365217013,638785.365217013
lakes,874,0.0006337098855841877,633709.8855841877
collection,874,0.0006337098855841877,633709.8855841877
grand,867,0.0006286344059513624,628634.4059513623
well,864,0.0006264592003944373,626459.2003944373
showcase,863,0.0006257341318754622,625734.1318754622
opportunity,863,0.0006257341318754622,625734.1318754622
unlock,859,0.000622833857799562,622833.857799562
offering,856,0.0006206586522426369,620658.6522426369
4,854,0.0006192085152046869,619208.5152046869
travelers,846,0.0006134079670528865,613407.9670528865
traditions,844,0.0006119578300149364,611957.8300149364
guide,840,0.0006090575559390362,609057.5559390362
crowdfunding,840,0.0006090575559390362,609057.5559390362
throughout,838,0.0006076074189010862,607607.4189010862
during,837,0.0006068823503821111,606882.3503821112
dedicated,835,0.0006054322133441611,605432.213344161
stands,825,0.0005981815281544105,598181.5281544105
intricate,824,0.0005974564596354355,597456.4596354355
historic,816,0.0005916559114836352,591655.9114836352
activities,806,0.0005844052262938848,584405.2262938848
beautiful,805,0.0005836801577749097,583680.1577749097
endless,804,0.0005829550892559347,582955.0892559347
date,802,0.0005815049522179846,581504.9522179846
delve,800,0.0005800548151800345,580054.8151800345
enthusiast,800,0.0005800548151800345,580054.8151800345
presence,799,0.0005793297466610594,579329.7466610594
everyone,795,0.0005764294725851593,576429.4725851594
here,793,0.0005749793355472093,574979.3355472093
nestled,790,0.000572804129990284,572804.1299902841
significant,789,0.000572079061471309,572079.061471309
information,788,0.000571353992952334,571353.992952334
small,785,0.0005691787873954089,569178.787395409
enchanting,785,0.0005691787873954089,569178.787395409
ll,783,0.0005677286503574587,567728.6503574587
part,781,0.0005662785133195087,566278.5133195086
ensuring,776,0.0005626531707246335,562653.1707246335
lithuania,772,0.0005597528966487333,559752.8966487333
topics,771,0.0005590278281297583,559027.8281297582
gamers,771,0.0005590278281297583,559027.8281297582
streets,769,0.0005575776910918082,557577.6910918083
festivals,769,0.0005575776910918082,557577.6910918083
sure,768,0.0005568526225728332,556852.6225728332
trip,766,0.000555402485534883,555402.485534883
hub,765,0.000554677417015908,554677.4170159079
businesses,764,0.0005539523484969329,553952.3484969329
life,761,0.0005517771429400079,551777.1429400078
allows,758,0.0005496019373830827,549601.9373830827
introducing,756,0.0005481518003451326,548151.8003451326
stop,752,0.0005452515262692325,545251.5262692325
learn,748,0.0005423512521933322,542351.2521933323
area,742,0.0005380008410794821,538000.8410794821
planning,740,0.0005365507040415319,536550.7040415319
what,735,0.0005329253614466567,532925.3614466568
providing,735,0.0005329253614466567,532925.3614466568
others,732,0.0005307501558897315,530750.1558897316
testament,730,0.0005293000188517815,529300.0188517815
brand,727,0.0005271248132948564,527124.8132948563
discounts,726,0.0005263997447758814,526399.7447758814
beyond,724,0.0005249496077379312,524949.6077379312
releases,724,0.0005249496077379312,524949.6077379312
art,724,0.0005249496077379312,524949.6077379312
start,723,0.0005242245392189562,524224.53921895614
stroll,723,0.0005242245392189562,524224.53921895614
people,723,0.0005242245392189562,524224.53921895614
st,720,0.0005220493336620311,522049.33366203104
feature,720,0.0005220493336620311,522049.33366203104
duchy,717,0.000519874128105106,519874.128105106
been,717,0.000519874128105106,519874.128105106
frescoes,715,0.0005184239910671558,518423.9910671558
embark,715,0.0005184239910671558,518423.9910671558
different,711,0.0005155237169912557,515523.7169912557
browse,709,0.0005140735799533056,514073.57995330566
extensive,707,0.0005126234429153555,512623.44291535544
career,706,0.0005118983743963804,511898.37439638044
search,699,0.0005068228947635551,506822.8947635551
solutions,699,0.0005068228947635551,506822.8947635551
vast,698,0.0005060978262445801,506097.8262445801
connecting,695,0.000503922620687655,503922.620687655
intelligence,695,0.000503922620687655,503922.620687655
artificial,694,0.00050319755216868,503197.55216867995
forests,693,0.0005024724836497049,502472.48364970495
baroque,692,0.0005017474151307299,501747.4151307299
center,690,0.0005002972780927797,500297.27809277974
14th,690,0.0005002972780927797,500297.27809277974
communities,689,0.0004995722095738047,499572.2095738047
dreams,684,0.0004959468669789296,495946.86697892955
reality,683,0.0004952217984599544,495221.7984599544
visibility,681,0.0004937716614220044,493771.66142200434
hiking,674,0.000488696181789179,488696.18178917904
city,673,0.00048797111327020406,487971.11327020405
knowledge,672,0.00048724604475122897,487246.044751229
unforgettable,670,0.0004857959077132789,485795.9077132789
polish,668,0.0004843457706753288,484345.7706753288
indulge,667,0.00048362070215635377,483620.70215635374
introduction,666,0.00048289563363737874,482895.63363737875
best,665,0.0004821705651184037,482170.5651184037
powered,665,0.0004821705651184037,482170.5651184037
digital,663,0.0004807204280804536,480720.4280804536
participate,663,0.0004807204280804536,480720.4280804536
another,656,0.0004756449484476283,475644.94844762835
lovers,656,0.0004756449484476283,475644.94844762835
advice,656,0.0004756449484476283,475644.94844762835
ensures,655,0.00047491987992865324,474919.87992865324
cater,655,0.00047491987992865324,474919.87992865324
targeted,653,0.0004734697428907032,473469.7428907032
lush,647,0.0004691193317768529,469119.3317768529
outdoor,647,0.0004691193317768529,469119.3317768529
serene,646,0.00046839426325787786,468394.26325787784
grodno,643,0.0004662190577009527,466219.0577009527
advantage,642,0.0004654939891819777,465493.9891819777
surrounding,640,0.0004640438521440276,464043.85214402765
get,638,0.0004625937151060775,462593.7151060775
trade,636,0.00046114357806812745,461143.57806812745
ads,636,0.00046114357806812745,461143.57806812745
nearby,634,0.00045969344103017734,459693.44103017735
just,634,0.00045969344103017734,459693.44103017735
thoughts,632,0.0004582433039922273,458243.3039922273
array,632,0.0004582433039922273,458243.3039922273
items,630,0.00045679316695427716,456793.16695427714
showcases,629,0.00045606809843530213,456068.09843530215
styles,628,0.0004553430299163271,455343.0299163271
effortlessly,625,0.00045316782435940196,453167.82435940194
dive,624,0.0004524427558404269,452442.75584042695
now,623,0.0004517176873214519,451717.6873214519
friends,622,0.0004509926188024768,450992.6188024768
other,621,0.0004502675502835018,450267.5502835018
searching,618,0.00044809234472657664,448092.34472657664
personalized,615,0.00044591713916965154,445917.13916965155
role,614,0.0004451920706506765,445192.0706506765
connections,611,0.00044301686509375137,443016.86509375134
preferences,610,0.00044229179657477634,442291.79657477635
those,608,0.0004408416595368262,440841.65953682625
surrounded,607,0.0004401165910178512,440116.5910178512
tailored,599,0.00043431604286605084,434316.04286605085
impressive,598,0.0004335909743470758,433590.9743470758
informative,596,0.0004321408373091257,432140.8373091257
so,594,0.00043069070027117564,430690.70027117565
expand,589,0.00042706535767630043,427065.35767630045
some,586,0.0004248901521193753,424890.1521193753
keep,586,0.0004248901521193753,424890.1521193753
advanced,584,0.0004234400150814252,423440.0150814252
trends,582,0.0004219898780434751,421989.8780434751
event,579,0.00041981467248654997,419814.67248654994
interface,577,0.0004183645354485999,418364.5354485999
park,577,0.0004183645354485999,418364.5354485999
lithuanian,575,0.0004169143984106498,416914.3984106498
creative,574,0.00041618932989167476,416189.32989167474
articles,570,0.0004132890558157746,413289.0558157746
leisurely,568,0.00041183891877782453,411838.91877782455
cuisine,566,0.0004103887817398744,410388.7817398744
home,560,0.0004060383706260242,406038.3706260242
caters,559,0.0004053133021070491,405313.3021070491
employers,558,0.00040458823358807406,404588.23358807404
utilize,557,0.00040386316506909903,403863.16506909905
visiting,556,0.000403138096550124,403138.096550124
great,555,0.0004024130280311489,402413.02803114895
finding,554,0.0004016879595121739,401687.9595121739
target,553,0.00040096289099319886,400962.89099319885
relevant,552,0.00040023782247422383,400237.82247422385
go,551,0.00039951275395524874,399512.75395524874
adventure,550,0.0003987876854362737,398787.6854362737
turn,548,0.00039733754839832365,397337.54839832365
dream,547,0.0003966124798793486,396612.4798793486
there,544,0.0003944372743224235,394437.2743224235
combines,539,0.0003908119317275483,390811.93172754825
several,539,0.0003908119317275483,390811.93172754825
embrace,538,0.0003900868632085732,390086.8632085732
allowing,538,0.0003900868632085732,390086.8632085732
artifacts,537,0.00038936179468959816,389361.79468959814
post,534,0.000387186589132673,387186.589132673
russian,533,0.000386461520613698,386461.520613698
upcoming,533,0.000386461520613698,386461.520613698
adventures,528,0.0003828361780188228,382836.1780188228
plan,528,0.0003828361780188228,382836.1780188228
marvels,527,0.00038211110949984775,382111.10949984775
5,522,0.00037848576690497254,378485.76690497255
unleash,520,0.00037703562986702243,377035.62986702245
seamless,519,0.0003763105613480474,376310.5613480474
virtual,511,0.00037051001319624705,370510.01319624705
around,510,0.000369784944677272,369784.944677272
project,509,0.00036905987615829693,369059.87615829695
both,509,0.00036905987615829693,369059.87615829695
gain,509,0.00036905987615829693,369059.87615829695
religious,508,0.0003683348076393219,368334.8076393219
fishing,505,0.0003661596020823968,366159.6020823968
magnificent,502,0.00036398439652547167,363984.39652547165
tranquil,498,0.0003610841224495715,361084.1224495715
wider,497,0.00036035905393059646,360359.05393059645
seek,497,0.00036035905393059646,360359.05393059645
but,495,0.00035890891689264635,358908.91689264635
way,495,0.00035890891689264635,358908.91689264635
walls,494,0.0003581838483736713,358183.8483736713
these,492,0.0003567337113357212,356733.7113357212
exchange,489,0.0003545585057787961,354558.5057787961
buyers,488,0.00035383343725982103,353833.43725982105
not,487,0.000353108368740846,353108.368740846
boost,485,0.00035165823170289594,351658.23170289595
played,483,0.0003502080946649458,350208.09466494585
ancient,483,0.0003502080946649458,350208.09466494585
michael,482,0.0003494830261459708,349483.0261459708
effectively,480,0.00034803288910802073,348032.88910802075
own,477,0.0003458576835510956,345857.6835510956
interest,477,0.0003458576835510956,345857.6835510956
every,475,0.0003444075465131455,344407.5465131455
easier,473,0.0003429574094751954,342957.4094751954
owner,469,0.00034005713539929524,340057.13539929525
want,466,0.0003378819298423701,337881.9298423701
amidst,465,0.00033715686132339506,337156.86132339505
atmosphere,458,0.00033208138169056974,332081.38169056975
waiting,457,0.0003313563131715947,331356.3131715947
within,456,0.0003306312446526197,330631.2446526197
campaigns,454,0.00032918110761466957,329181.10761466954
engagement,452,0.0003277309705767195,327730.9705767195
based,449,0.00032555576501979436,325555.76501979434
admire,449,0.00032555576501979436,325555.76501979434
access,448,0.00032483069650081933,324830.69650081935
updates,447,0.0003241056279818443,324105.6279818443
music,445,0.0003226554909438942,322655.4909438942
along,444,0.00032193042242491916,321930.42242491915
served,442,0.00032048028538696904,320480.28538696904
tools,441,0.000319755216867994,319755.216867994
scene,441,0.000319755216867994,319755.216867994
13th,438,0.0003175800113110689,317580.0113110689
commonwealth,438,0.0003175800113110689,317580.0113110689
sellers,434,0.00031467973723516875,314679.73723516875
treasures,433,0.00031395466871619366,313954.66871619364
news,432,0.00031322960019721863,313229.60019721865
surroundings,430,0.00031177946315926857,311779.46315926855
ensure,429,0.0003110543946402935,311054.3946402935
peaceful,429,0.0003110543946402935,311054.3946402935
once,427,0.0003096042576023434,309604.25760234345
profile,427,0.0003096042576023434,309604.25760234345
buildings,424,0.0003074290520454183,307429.0520454183
seekers,422,0.0003059789150074682,305978.9150074682
stories,422,0.0003059789150074682,305978.9150074682
alike,419,0.0003038037094505431,303803.7094505431
right,418,0.00030307864093156805,303078.64093156805
rise,418,0.00030307864093156805,303078.64093156805
maximize,417,0.000302353572412593,302353.572412593
fall,417,0.000302353572412593,302353.572412593
happening,416,0.00030162850389361793,301628.50389361795
views,415,0.0003009034353746429,300903.4353746429
lake,414,0.00030017836685566787,300178.36685566785
entertained,414,0.00030017836685566787,300178.36685566785
designed,413,0.00029945329833669284,299453.29833669285
exhibitions,412,0.00029872822981771776,298728.22981771774
renaissance,410,0.0002972780927797677,297278.0927797677
check,409,0.00029655302426079267,296553.02426079265
warm,408,0.0002958279557418176,295827.9557418176
orthodox,408,0.0002958279557418176,295827.9557418176
plethora,407,0.00029510288722284255,295102.88722284255
empires,407,0.00029510288722284255,295102.88722284255
ideal,405,0.0002936527501848925,293652.7501848925
years,405,0.0002936527501848925,293652.7501848925
marvel,404,0.0002929276816659174,292927.6816659174
heart,403,0.0002922026131469424,292202.6131469424
across,401,0.0002907524761089923,290752.4761089923
strategic,401,0.0002907524761089923,290752.4761089923
tourists,398,0.00028857727055206717,288577.27055206714
industries,398,0.00028857727055206717,288577.27055206714
holy,394,0.000285676996476167,285676.996476167
tranquility,394,0.000285676996476167,285676.996476167
companion,393,0.00028495192795719197,284951.92795719195
first,392,0.00028422685943821694,284226.85943821695
promotions,392,0.00028422685943821694,284226.85943821695
important,390,0.0002827767224002668,282776.7224002668
gothic,389,0.0002820516538812918,282051.6538812918
immersive,389,0.0002820516538812918,282051.6538812918
edge,388,0.00028132658536231676,281326.58536231675
truly,387,0.0002806015168433417,280601.5168433417
river,384,0.0002784263112864166,278426.3112864166
connected,384,0.0002784263112864166,278426.3112864166
network,384,0.0002784263112864166,278426.3112864166
importance,383,0.0002777012427674415,277701.2427674415
initiatives,383,0.0002777012427674415,277701.2427674415
portal,381,0.00027625110572949144,276251.10572949145
reviews,378,0.0002740759001725663,274075.9001725663
authentic,376,0.00027262576313461624,272625.76313461625
bring,374,0.0002711756260966661,271175.62609666615
special,374,0.0002711756260966661,271175.62609666615
sites,371,0.00026900042053974103,269000.42053974106
trinity,370,0.00026827535202076595,268275.35202076595
effective,367,0.00026610014646384086,266100.14646384085
showcasing,366,0.00026537507794486577,265375.0779448658
old,363,0.0002631998723879407,263199.8723879407
cutting,363,0.0002631998723879407,263199.8723879407
forget,360,0.00026102466683101554,261024.66683101552
steeped,357,0.0002588494612740904,258849.4612740904
employment,356,0.00025812439275511536,258124.39275511535
themselves,356,0.00025812439275511536,258124.39275511535
action,353,0.0002559491871981902,255949.18719819022
sharing,351,0.00025449905016024016,254499.05016024015
interactive,350,0.0002537739816412651,253773.98164126513
18th,349,0.00025304891312229004,253048.91312229005
idea,349,0.00025304891312229004,253048.91312229005
variety,347,0.00025159877608434,251598.77608433997
gateway,346,0.00025087370756536495,250873.70756536495
witness,346,0.00025087370756536495,250873.70756536495
museums,345,0.00025014863904638987,250148.63904638987
family,341,0.0002472483649704897,247248.3649704897
few,340,0.00024652329645151466,246523.29645151467
interested,340,0.00024652329645151466,246523.29645151467
hospitality,340,0.00024652329645151466,246523.29645151467
mentioned,339,0.00024579822793253963,245798.22793253962
popular,336,0.00024362302237561449,243623.0223756145
wander,335,0.00024289795385663946,242897.95385663945
eye,335,0.00024289795385663946,242897.95385663945
happenings,334,0.0002421728853376644,242172.8853376644
contribute,334,0.0002421728853376644,242172.8853376644
professional,332,0.0002407227482997143,240722.74829971432
leaving,329,0.0002385475427427892,238547.5427427892
investors,328,0.00023782247422381416,237822.47422381418
churches,328,0.00023782247422381416,237822.47422381418
national,326,0.00023637233718586408,236372.33718586407
step,325,0.00023564726866688902,235647.26866688902
empire,325,0.00023564726866688902,235647.26866688902
entrepreneur,325,0.00023564726866688902,235647.26866688902
conversations,325,0.00023564726866688902,235647.26866688902
houses,324,0.000234922200147914,234922.200147914
highlights,324,0.000234922200147914,234922.200147914
favorite,323,0.00023419713162893893,234197.13162893892
next,323,0.00023419713162893893,234197.13162893892
sections,322,0.0002334720631099639,233472.0631099639
questions,322,0.0002334720631099639,233472.0631099639
creativity,321,0.00023274699459098884,232746.99459098885
why,320,0.0002320219260720138,232021.92607201383
intriguing,317,0.00022984672051508867,229846.72051508867
keeps,317,0.00022984672051508867,229846.72051508867
increase,317,0.00022984672051508867,229846.72051508867
era,316,0.00022912165199611364,229121.65199611365
influences,315,0.00022839658347713858,228396.58347713857
skills,315,0.00022839658347713858,228396.58347713857
concerts,313,0.0002269464464391885,226946.4464391885
insightful,313,0.0002269464464391885,226946.4464391885
packed,312,0.00022622137792021346,226221.37792021348
boating,311,0.0002254963094012384,225496.3094012384
remarkable,310,0.00022477124088226337,224771.24088226337
films,307,0.00022259603532533826,222596.03532533825
15th,305,0.00022114589828738817,221145.89828738818
